title,authors,year,source,link,snippet,cited_by,pdf_link,gs_position,query
The Association between Screen Time and Cognitive Function: The Partially Mediating Role of Putamen Volume,"Q Shou, M Yamashita, Y Mizuno",,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5252821,… Effects of prenatal cannabis exposure on developmental trajectory of cognitive ability and brain volumes in the adolescent brain cognitive development (ABCD) study. Developmental …,,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5252821,16,"""Adolescent Brain Cognitive Development"" ""screen time"""
Youth screen media activity patterns and associations with behavioral developmental measures and resting-state brain functional connectivity,"K Song, JL Zhang, N Zhou, Y Fu, B Zou, LX Xu…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0890856723001326,… Disentangling mixed associations between SMA of youth and developmental measures should move beyond overall screen time and consider types and patterns of SMA. This study …,28,https://www.sciencedirect.com/science/article/am/pii/S0890856723001326,17,"""Adolescent Brain Cognitive Development"" ""screen time"""
Smartphone Use During School Hours by US Youth in the Adolescent Brain Cognitive Development Study,"JM Nagata, KE Kim, OH Huang, D Sportsman, L Hale…",,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/2843506,… Data were collected from the Adolescent Brain Cognitive Development (ABCD) Study. Total smartphone time was assessed in a portion of the sample using a phone app (Effortless …,1,,18,"""Adolescent Brain Cognitive Development"" ""screen time"""
"Adolescent smartphone use, sleep, and physical activity: daily associations between sensor-based measures in the adolescent brain cognitive development (ABCD) …","JD Alexander, TT Nguyen-Louie, S Gupta…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165178125001714,"Purpose Potential health consequences of adolescent smartphone use are a growing public concern. Improving upon existing, largely self-report-based research, this study investigated …",5,,19,"""Adolescent Brain Cognitive Development"" ""screen time"""
Association of screen time with attention-deficit/hyperactivity disorder symptoms and their development: the mediating role of brain structure,"Q Shou, M Yamashita, Y Mizuno",,nature.com,https://www.nature.com/articles/s41398-025-03672-1,"… on how screen time relates to changes in ADHD symptoms over time or to brain structure development. Therefore, we analyzed data from the Adolescent Brain Cognitive Development (…",8,https://www.nature.com/articles/s41398-025-03672-1.pdf,20,"""Adolescent Brain Cognitive Development"" ""screen time"""
Associations of contemporary screen time modalities with early adolescent nutrition,"JM Nagata, S Weinstein, A Bashir, S Lee…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1876285924000238,… We analyzed data from the Adolescent Brain Cognitive Development study of 9 to 12-year-… examined the relationship between self-reported screen time measures at baseline (year 0) …,8,https://www.sciencedirect.com/science/article/am/pii/S1876285924000238,1,"""Adolescent Brain Cognitive Development"" ""screen time"""
Navigating the Adolescent Digital Playground: A Longitudinal Study Utilizing the Adolescent Brain Cognitive Development (ABCD®) Study,C Johnston,,search.proquest.com,https://search.proquest.com/openview/1ef5beae79a18a2e8fc82613eac4b7dd/1?pq-origsite=gscholar&cbl=18750&diss=y,"… The present research has harnessed measures of screen time, emotional wellbeing, and inhibitory control to explore how social media and video game use may interact with cognitive …",,,2,"""Adolescent Brain Cognitive Development"" ""screen time"""
Longitudinal Associations Between Screen Time Activities and Working Memory Neural Signatures in Adolescents: Sex Differences and Contextual Moderation,"S Arekatla, A Barrows, LA Cioffredi, M Albaugh…",,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6510386,"… This longitudinal cohort study used data from the Adolescent Brain Cognitive Development (ABCD) Study (release 6.0) with four assessments (baseline, year 2, year 4, and year 6). …",,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=6510386,3,"""Adolescent Brain Cognitive Development"" ""screen time"""
Increasing Screen Exposure Time Harms Inhibitory-Control Network in Developing Children: A Two Years Follow-up of the ABCD Study,YY Chen,,vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/items/d16fc98c-5c65-4dd5-a03f-ef72c092d537,… Screen Time and weaker inhibitory network connectivity. This complete/full mediation model indicates that Screen Time … waves of the Adolescent Brain Cognitive Development study (…,,https://vtechworks.lib.vt.edu/bitstreams/46eff786-fa1c-421d-b111-c62e6e60562d/download,4,"""Adolescent Brain Cognitive Development"" ""screen time"""
Premorbid predictors of adolescent normative and problematic screen use: A longitudinal analysis of the adolescent brain cognitive development (ABCD) sample,BA Hammel,,search.proquest.com,https://search.proquest.com/openview/678b66002f47f48cb87f786b41d4dd82/1?pq-origsite=gscholar&cbl=18750&diss=y,"… scores, and learning/memory component scores at the baseline assessment wave (when youth were ages 9 to 10 years-old) were entered together as predictors of screen time and …",1,https://conservancy.umn.edu/bitstreams/db6451eb-eefb-4389-8af6-289066efa53a/download,5,"""Adolescent Brain Cognitive Development"" ""screen time"""
Leveraging the adolescent brain cognitive development study to advance and promote adolescent health: Introduction to the special issue.,"M Sanchez, SW Feldstein Ewing, M Luciana",,psycnet.apa.org,https://psycnet.apa.org/record/2024-29810-001,"… They address a variety of questions about adolescent health behavior, such as the effects of screen time and caffeine on sleep; individual lifestyle, neighborhood, and environmental …",2,https://psycnet.apa.org/journals/hea/42/12/835.pdf,6,"""Adolescent Brain Cognitive Development"" ""screen time"""
The Differential Relationship of Extracurricular Activities and Screen Time with Adolescents' Fluid and Crystallized Cognition,JM Weber,,escholarship.org,https://escholarship.org/uc/item/45b1t27m,"… Adolescent Brain Cognitive Development baseline dataset to explore the interplay between nine- and ten-year-olds’ extracurricular activities, screen time, … Different types of screen time, …",,https://escholarship.org/content/qt45b1t27m/qt45b1t27m_noSplash_7604f16414de24494054b0347c9080f3.pdf,7,"""Adolescent Brain Cognitive Development"" ""screen time"""
Exploring the effects of screen time on cognitive development in children under five years: a critical analysis,"P Todeti, P Yellamelli",,academicmed.org,https://www.academicmed.org/Uploads/Volume6Issue6/121.%20[4331.%20JAMP_Prathyusha%20Yellamelli]%20635-640.pdf,"… screen time exposure among young children has become a growing concern worldwide. Screen time, … Studies suggest that passive screen time (eg, watching videos or television) has a …",2,https://www.academicmed.org/Uploads/Volume6Issue6/121.%20[4331.%20JAMP_Prathyusha%20Yellamelli]%20635-640.pdf,8,"""Adolescent Brain Cognitive Development"" ""screen time"""
The causal effect of screen uses versus reading on the brain development in early adolescents,"M Li, R Zhao, X Xu, R Chen, Y Chen, Y Zhang, Z Zhao…",,researchsquare.com,https://www.researchsquare.com/article/rs-3032482/latest,… leisure time and that longer screen time may reduce other leisure … the longitudinal Adolescent Brain Cognitive Development (ABCD… In addition to the direct effects of screen time on brain …,1,https://www.researchsquare.com/article/rs-3032482/latest.pdf,9,"""Adolescent Brain Cognitive Development"" ""screen time"""
Role of sleep and white matter in the link between screen time and depression in childhood and early adolescence,"JP Lima Santos, AM Soehner, CL Biernesser…",,jamanetwork.com,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2835092,"… To this end, we leveraged the large longitudinal Adolescent Brain Cognitive Development (ABCD) Study using NODDI and tractography approaches to characterize these tracts at 2 …",16,,11,"""Adolescent Brain Cognitive Development"" ""screen time"""
Youth Screen Media Activity Patterns and Associations with Behavioral Developmental Measures and Resting-State Brain Functional Connections,"K Song, J Zhang, N Zhou, Y Fu, B Zou…",,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4141354,… should move beyond overall screen time and consider types and … methods for the Adolescent Brain Cognitive Development Study. … in the adolescent brain cognitive development study. …,1,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4141354,12,"""Adolescent Brain Cognitive Development"" ""screen time"""
Impact of digital screen media activity on functional brain organization in late childhood: Evidence from the ABCD study,"J Miller, KL Mills, M Vuorre, A Orben, AK Przybylski",,Elsevier,https://www.sciencedirect.com/science/article/pii/S001094522300237X,The idea that the increased ubiquity of digital devices negatively impacts neurodevelopment is as compelling as it is disturbing. This study investigated this concern by systematically …,43,,13,"""Adolescent Brain Cognitive Development"" ""screen time"""
Screen media activity and brain structure in youth: Evidence for diverse structural correlation networks from the ABCD study,"MP Paulus, LM Squeglia, K Bagot, J Jacobus…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811918320123,… A multivariate approach with the first cross-sectional data release from the Adolescent Brain Cognitive Development (ABCD) study was used to test the maturational coupling hypothesis…,278,https://pmc.ncbi.nlm.nih.gov/articles/PMC6487868/pdf/nihms-1024948.pdf,14,"""Adolescent Brain Cognitive Development"" ""screen time"""
Effects of screen time on cognitive development in early childhood: A systematic review,C Lieber,,bluemarkpublisher.com,https://bluemarkpublisher.com/index.php/RJPBS/article/view/80,"… and early adolescent mental health, academic, and social outcomes in 9-and 10-year old children: Utilizing the Adolescent Brain Cognitive Development℠(ABCD) Study. PloS …",8,https://bluemarkpublisher.com/index.php/RJPBS/article/download/80/142,15,"""Adolescent Brain Cognitive Development"" ""screen time"""
Developmental Ramifications of the Screen Age: Associations between Screen Time and Neural Maturation in a Massive Adolescent Cohort,"AS Atalay, BT Newman, TJ Druzgal",,biorxiv.org,https://www.biorxiv.org/content/10.1101/2023.09.27.559772.abstract,"… about the relationship between increased screen time and neural development, and … Adolescent Brain Cognitive Development (ABCD) study cohort to describe the effects of screen time …",,https://www.biorxiv.org/content/biorxiv/early/2023/09/27/2023.09.27.559772.full.pdf,16,"""Adolescent Brain Cognitive Development"" ""screen time"""
"Associations Between Screen Time, Sleep, and Executive Function in School-Aged Children and Adolescents: The Moderating Role of Digital Content and …","C Toth, B Osser, LI Bondar, R Fazakas…",,mdpi.com,https://www.mdpi.com/2077-0383/14/24/8842,"… parent questionnaires to assess screen time, digital content … Results: Higher daily screen time was associated with poorer … the recommended daily screen-time limits performed worse …",,,17,"""Adolescent Brain Cognitive Development"" ""screen time"""
Longer screen time utilization is associated with the polygenic risk for attention-deficit/hyperactivity disorder with mediation by brain white matter microstructure,"A Yang, ET Rolls, G Dong, J Du, Y Li, J Feng…",,thelancet.com,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(22)00220-1/fulltext,"… Leveraging the genetics, neuroimaging and behavioral data of 11,000+ children aged 9–11 from the Adolescent Brain Cognitive Development cohort, this study investigates the …",57,https://www.thelancet.com/pdfs/journals/ebiom/PIIS2352-3964(22)00220-1.pdf,18,"""Adolescent Brain Cognitive Development"" ""screen time"""
