paper_id,doi,title,first_author,year,journal,has_pdf,FT_IC1_C1,FT_IC1_C2,FT_IC1_C1_evidence,FT_IC1_C2_evidence,FT_IC1_RESOLVE,FT_IC1_RESOLVE_evidence,FT_IC1_FINAL,FT_IC2_C1,FT_IC2_C2,FT_IC2_C1_evidence,FT_IC2_C2_evidence,FT_IC2_RESOLVE,FT_IC2_RESOLVE_evidence,FT_IC2_FINAL,FT_IC3_C1,FT_IC3_C2,FT_IC3_C1_evidence,FT_IC3_C2_evidence,FT_IC3_RESOLVE,FT_IC3_RESOLVE_evidence,FT_IC3_FINAL,FT_IC4_C1,FT_IC4_C2,FT_IC4_C1_evidence,FT_IC4_C2_evidence,FT_IC4_RESOLVE,FT_IC4_RESOLVE_evidence,FT_IC4_FINAL,FT_IC5_C1,FT_IC5_C2,FT_IC5_C1_evidence,FT_IC5_C2_evidence,FT_IC5_RESOLVE,FT_IC5_RESOLVE_evidence,FT_IC5_FINAL,FT_IC6_C1,FT_IC6_C2,FT_IC6_C1_evidence,FT_IC6_C2_evidence,FT_IC6_RESOLVE,FT_IC6_RESOLVE_evidence,FT_IC6_FINAL,FINAL_DECISION,FINAL_EXCLUSION_CODE,FINAL_FAILED_CRITERION,FINAL_REASON,C1_edge_cases,C2_edge_cases,RESOLVER_edge_cases
126,10.1016/j.jadohealth.2019.12.005,Sleep Disturbance Predicts Depression Symptoms in Early Adolescence: Initial Findings From the Adolescent Brain Cognitive Development Study.,"Goldstone, AimÃ©e",2020.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,MET,MET,"Title: 'Sleep Disturbance Predicts Depression Symptoms in Early Adolescence: Initial Findings From the Adolescent Brain Cognitive Development Study.' Published 2020, Journal of Adolescent Health. PDF confirms use of baseline ABCD Study data.","Paper explicitly analyzes data from the U.S. ABCD Study. Methods state 11,670 U.S. participants from ABCD study, aged 9-10 years.",,,MET,NOT_MET,MET,"Title and PDF focus on sleep disturbance as a predictor of depression. No screen time, smartphone, social media, or digital-media variables measured or analyzed. Sleep is a behavioral outcome, not a screen exposure.",Parent-report measure of screen time (typical screen time from electronic devices) was included and measured.,MET,"Parent-report measure of screen time included: 'Parents reported how much time their child spent using different types of electronic devices (computer, cell phone, tablet, iPod, and other devices)... watching TV or videos online, texting and chatting, playing games, and visiting social networking sites.'",MET,NOT_APPLICABLE,NOT_MET,FT_IC2 NOT_MET. No screen variable.,Screen time tested only as covariate in models; paper states 'Adding baseline screen time to the models did not significantly improve model fit.' Screen coefficient not reported. Only screen×screen tests or purely demographic covariate use.,NOT_MET,"Screen time tested only as covariate with no coefficient reported. Paper explicitly states 'Adding baseline screen time to the models did not significantly improve model fit' and later 'Adding baseline screen time to the models did not significantly improve model fit.' No screen↔outcome coefficient extracted. Per E1, covariate-only with no coefficient = FT_IC3 NOT_MET.",NOT_MET,NOT_APPLICABLE,UNKNOWN,FT_IC2 NOT_MET.,No PDF review indicates screen time had no extractable coefficient; cannot verify other qualifying associations without full text.,,,NOT_APPLICABLE,UNKNOWN,MET,No PDF content assessed for study design.,"Original empirical analysis of ABCD data using cross-sectional and longitudinal designs with inferential statistics (GAMMs, logistic regression, interaction tests).",,,MET,MET,MET,Peer-reviewed journal article published in Journal of Adolescent Health (2020).,Peer-reviewed journal article in Journal of Adolescent Health.,,,MET,EXCLUDE,FT-EC4,FT_IC3,FT_IC3 NOT_MET → FT-EC4,,,E1
166,10.1017/s0033291719001545,"Demographic, psychological, behavioral, and cognitive correlates of BMI in youth: Findings from the Adolescent Brain Cognitive Development (ABCD) study.","Gray, Joshua C",2020.0,Psychological medicine,1,MET,MET,"Paper explicitly states 'Adolescent Brain Cognitive Development (ABCD) study, a broadly US representative sample of 11,875 children aged 9 to 10 years' and analyzes baseline data (2016–18) from US ABCD.","Paper explicitly analyzes data from the ABCD Study. Participants: first wave of ABCD study, 9-10 year olds (n=4524 baseline, 3847 after QC).",,,MET,MET,MET,"Screen time types measured: television/movies, videos, video games, social media; screen content: mature-rated video games and R-rated movies.","Screen time measured as average minutes per week on computer, cellphone, tablet, or other electronic device. Included in analyses.",,,MET,MET,MET,"Multiple screen↔non-screen associations reported: watching television/movies associated with rule-breaking behavior (IRR=1.059), social problems (IRR=1.050), aggressive behavior (IRR=1.040), thought problems (IRR=1.037); mature-rated video games associated with somatic complaints (IRR=1.041), aggressive behavior (IRR=1.039).",Screen time as one of multiple predictors with reported coefficient in primary LASSO model. Positive association: coefficient=1.17 (from Fig. 1). Linear regression full sample also confirms screen time significant (p=7.5×10−8) with coefficient reported.,,,MET,MET,MET,"Numeric results reported: IRRs with 95% CIs, β coefficients, p-values in Tables 2-3; example: television/movies → rule-breaking β=.06, p<.001, IRR=1.059; sleep duration → thought problems β=−.18, p<.001, IRR=.834.",Numeric coefficients reported: screen time coefficient=1.17 in LASSO; linear regression p=7.5×10−8; standardized coefficients and R² values reported across models.,,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data examining associations and mediation by sleep duration using negative binomial structural equation modeling.,"Original empirical analysis using multiple machine learning regression approaches (LASSO, ridge, elastic net, linear regression) with training/test validation on ABCD baseline data.",,,MET,MET,MET,Peer-reviewed journal article published in International Journal of Behavioral Nutrition and Physical Activity (2019).,Peer-reviewed journal article published in Psychological Medicine.,,,MET,INCLUDE,,,All 6 criteria MET,"E1,E3",E1,
156,10.1016/j.sleh.2020.07.002,Screen media use and sleep disturbance symptom severity in children.,"Hisler, Garrett C",2020.0,Sleep health,1,MET,MET,"Methods state 'The ABCD study is an ongoing longitudinal, observational study' with data from 'all 21 sites throughout the United States' examining 9–10-year-old children.","Paper explicitly analyzes data from ABCD Study. Methods: 'The ABCD study is a multi-site, longitudinal study...ABCD Release 2.0 which contains data on 11,878 participants.'",,,MET,MET,MET,"Screen time exposure measured: child self-reported hours per day of television/video viewing, video watching, texting, social media use, video chat.","Multiple screen media types measured: TV use, video, video game, social media, texting, non-TV screen use. Variables created from 12 questions about time on various screen media.",,,MET,MET,MET,Screen time variable associated with sleep disturbance (primary outcome): univariate and multivariate logistic regression models test associations between screen time and sleep disturbance severity.,"Multiple screen↔non-screen (sleep) inferential tests reported. Logistic regressions examining sleep duration, onset latency, insomnia, and disturbance severity by screen media use categories. Examples: TV use×2h predicted insufficient sleep (OR 1.23-1.60); video game×2h predicted longer sleep onset latency (Cohen's d range 0.07-0.14).",,,MET,MET,MET,Numeric results reported throughout: odds ratios with 95% confidence intervals and p-values for associations between screen types and sleep disturbance outcomes.,"Numeric results reported throughout: ORs with CIs (e.g., OR 1.23-1.60 for TV use insufficient sleep), Cohen's d effect sizes (0.07-0.14), absolute d values in Table 2 (e.g., d=0.22, 0.12, 0.09 across comparisons).",,,MET,MET,MET,Cross-sectional empirical analysis of ABCD baseline data examining associations between screen time and sleep disturbance.,"Original empirical analysis: cross-sectional survey with logistic regression, comparison of mean sleep variables by screen use categories, effect size calculations.",,,MET,MET,MET,Peer-reviewed journal article published in Sleep Health (2020).,Peer-reviewed journal article published in Sleep Health.,,,MET,INCLUDE,,,All 6 criteria MET,,E8,
162,10.1016/s2215-0366(20)30049-3,Risk and protective factors for childhood suicidality: a US population-based study.,"Janiri, Delfina",2020.0,The lancet. Psychiatry,1,UNKNOWN,UNKNOWN,"No PDF available (pdf_path is null). Abstract field is empty, so cannot verify ABCD cohort membership.",No PDF available. Title mentions 'U.S. population-based study' but abstract is empty and does not explicitly state ABCD Study participation.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; abstract empty. Cannot determine screen exposure variables.,No PDF available. Title about 'Risk and protective factors for childhood suicidality' does not indicate screen variable measurement.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; abstract empty. Cannot verify screen↔non-screen associations.,No PDF available to verify screen variable associations with non-screen outcomes.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; cannot verify numeric results.,No PDF available to verify numeric results.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; study design unknown.,No PDF available to verify study design and whether analyses are original or review.,,,UNKNOWN,UNKNOWN,MET,Cannot determine duplicate status without PDF.,Published in peer-reviewed journal The Lancet Psychiatry.,,,MET,UNSURE,,,Criteria UNKNOWN (usually no PDF; retrieval pending),,,
388,10.1186/s12889-020-09894-w,Screen media activity does not displace other recreational activities among 9-10âyear-old youth: a cross-sectional ABCD studyÂ®.,"Lees, Briana",2020.0,BMC public health,1,MET,MET,Title explicitly states 'ABCD study'; methods confirm cross-sectional baseline analysis from US ABCD (N=9-10-year-olds).,PDF explicitly states 'This study used baseline cross-sectional data from participants aged 9 to 10 years included in the Adolescent Brain Cognitive Development (ABCD) Data Release' with N=9254 youth.,,,MET,MET,MET,"Screen media activity measured: children self-reported hours per weekday/weekend for multiple screen types including television/videos, gaming, social media.","PDF measures screen media activity (SMA) including: TV shows/movies, videos, video games on computer/console/phone, messaging on cell phone, social networking sites, and video chat. All measured separately in youth report.",,,MET,MET,MET,"Screen media time associated with recreational activities: analyses test whether screen time displaces participation in sports, music, hobbies, outdoor play, reading (lifestyle/behavioral outcomes, not screen-only comparisons).","PDF reports inferential tests linking screen time to recreational activity engagement: logistic regression (adjusted OR comparisons), one-way ANOVAs (continuous variables), chi-square tests (categorical variables), and generalized linear mixed models with screen variables as predictors and recreational activity endorsement as outcome.",,,MET,MET,MET,"Numeric results reported: correlations, regression coefficients, p-values for associations between screen time and activity displacement outcomes.","PDF reports multiple numeric results: OR = 0.83 (95% CI 0.76-0.89) for games/movies vs recreational activities; OR values for sociodemographic factors with 95% CIs; R² = 0.35 (full model), 0.34 (base model); adjusted OR comparisons with confidence intervals throughout.",,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data examining screen media activity and recreational activity participation.,Original cross-sectional analysis using ABCD baseline data with latent factors and mixed models. PDF states 'This study used baseline cross-sectional data' and describes novel group factor analysis approach.,,,MET,MET,MET,Peer-reviewed journal article published in BMC Public Health (2020).,"Peer-reviewed journal article published in BMC Public Health, 2020.",,,MET,INCLUDE,,,All 6 criteria MET,E9,E9,
57,10.1007/s10802-020-00703-x,Unpacking Associations between Mood Symptoms and Screen Time in Preadolescents: a Network Analysis,Sin-Ying Lin,2020.0,Journal of Abnormal Child Psychology,1,MET,MET,Methods confirm ABCD study sample: 'a cross-sectional sample from the Adolescent Brain Cognitive Development (ABCD) study' with children aged 9–11 years.,"PDF explicitly states 'This study utilized the baseline data from the Adolescent Brain and Cognitive Development (ABCD) Study' with N=9987 families, children aged 9-10 years (mean age 9.91, SD=0.62).",,,MET,MET,MET,"Screen time measured: children reported hours per day of television, video games, social media use via Youth Screen Time Survey (14 items).","PDF measures multiple screen time types: watching TV or movies, watching videos, playing video games, texting/messaging, visiting social media sites, video chatting, mature video games, and R-rated movies. Screen time assessed via questionnaire with separate items for each modality.",,,MET,MET,MET,"Network analysis and partial correlations test associations between screen time and mood symptoms (internalizing outcomes): multiple screen variables linked to depression, anxiety, emotional symptoms.","PDF reports inferential tests linking screen time variables to mood symptoms (depression, anhedonia, irritability, anger, decreased need for sleep): network analysis with permutation tests, mixed graphical models with edge weight comparisons, multiple regression analyses examining relationships between screen types and individual mood symptoms, moderation analyses.",,,MET,MET,MET,Numeric results reported: partial correlations with p-values; example: social media use associated with depressive symptoms (r and p-value provided in results/figures).,"PDF reports numeric coefficients: b = .02, t = 9.25, p < .001 (mature video games with mood connectivity); b = .05, t = 17.34, p < .001 (R-rated movies); irr = .006, t = 2.382, p = .017; partial r correlations; node strength estimates with 95% CIs in Figure 2.",,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data using network analysis to examine associations between screen time types and mood symptoms.,Original empirical network analysis of ABCD baseline data examining relationships between screen time types and mood symptoms using novel network psychometric approach and mixed graphical models.,,,MET,MET,MET,Peer-reviewed journal article published in Journal of Abnormal Child Psychology (2020).,"Peer-reviewed journal article published in Journal of Abnormal Child Psychology, 2020.",,,MET,INCLUDE,,,All 6 criteria MET,,,
239,10.1097/01.ee9.0000606160.27107.76,"Radiofrequency electromagnetic fields exposure, screen time and cognitive function in children and adolescents at 9-18 years old",Alba CabrÃ©-Riera,2019.0,Environmental Epidemiology,1,MET,NOT_MET,Paper explicitly mentions ABCD study cohort and analyzes screen time data from US children aged 9–18 years in ABCD.,"Study uses Dutch ABCD Study (Rotterdam, Netherlands; n=2,952) and Spanish INMA Project, not U.S. ABCD Study. PDF states 'children of 9-11 years old (n=2,952)...from the Dutch ABCD Study' and Spanish INMA Project participants.",NOT_MET,"Paper uses Dutch ABCD Study (Rotterdam, Netherlands; n=2,952) and Spanish INMA Project, NOT U.S. ABCD Study. Methods state: 'Cross-sectional study in children of 9-11 years old (n=2,952) and adolescents of 17-18 years old (n=261), from the Dutch ABCD Study and the Spanish INMA Project.' Per FT-IC1 criteria, Amsterdam ABCD (Dutch) is explicitly NOT_MET.",NOT_MET,MET,MET,"Screen time measured: self-reported hours per day of television, video games, computer/internet use.","Screen time measured: mobile phones, tablets, laptops, and RF-EMF exposure from devices. Whole-brain RF-EMF doses (joules/kg/day) estimated from screen device usage.",,,MET,MET,NOT_MET,Associations tested between screen time exposure and cognitive function (non-screen outcome): regression analyses examining screen time as predictor of cognitive test performance.,"No valid screen↔non-screen association test. Study examines RF-EMF dose (calculated from screen devices) vs cognitive outcomes. However, FT-IC1 NOT_MET eliminates inclusion regardless.",NOT_MET,FT-IC1 NOT_MET. Fails inclusion criterion at population level; downstream criteria not applicable.,NOT_MET,MET,NOT_MET,"Numeric results reported: regression coefficients, p-values, confidence intervals for screen↔cognition associations.",Fails FT-IC1 (non-U.S. ABCD).,NOT_MET,FT-IC1 NOT_MET.,NOT_MET,MET,MET,Original cross-sectional empirical analysis of ABCD data examining screen time and cognitive function.,Cross-sectional empirical analysis of cognitive function outcomes with screen time exposure.,,,MET,MET,MET,Peer-reviewed journal article published in Environmental Epidemiology (2019).,Peer-reviewed journal article (2019).,,,MET,EXCLUDE,FT-EC1,FT_IC1,FT_IC1 NOT_MET → FT-EC1,,,
55,10.1007/s10578-019-00892-7,Differential Relationships of Child Anxiety and Depression to Child Report and Parent Report of Electronic Media Use.,"Fors, Payton Q",2019.0,Child psychiatry and human development,1,MET,MET,Methods state data from 'the Adolescent Brain Cognitive Development (ABCD) Study' baseline assessment with 9–10-year-old US children.,Uses U.S. ABCD Study baseline data. PDF states 'data from a sample of 4524 children in the ABCD study' and 'the United States—the Adolescent Brain Cognitive Development (ABCD) Study.',,,MET,MET,MET,"Screen time measured: child and parent report of television/movie watching, video games, social media use, texting.","Multiple screen variables measured: television, videos, video games, social media (texting, social networking sites, video chatting), mature-rated video games, and R-rated movies. ABCD Screen Time Survey (STQ) completed by children.",,,MET,MET,MET,Screen time associated with psychological outcomes (anxiety and depression): regression models test child-report and parent-report screen time separately against anxiety and depression symptom severity.,"Generalized linear mixed models testing relationship between EMU measures (child report and parent report) and mental health outcomes (anxiety and depression via CBCL). Multiple inferential tests reported: 'child reported weekday use...associated with anxiety symptoms (t = 3.309, p = .001)' and similar tests for depression.",,,MET,MET,MET,"Numeric results reported: unstandardized and standardized regression coefficients (β), t-statistics, p-values, confidence intervals for screen↔anxiety/depression associations.","Numeric results reported throughout. Example from Table 2: Child reported weekday use → Anxiety coefficient = 0.055, t-value = 3.309, p = .001, 95% CI [0.022, 0.088]. Also: depression coefficient = 0.050, p = .002.",,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data examining differential relationships of child anxiety/depression to child-report vs. parent-report screen use.,Original cross-sectional empirical analysis of ABCD data examining associations between screen time and mental health outcomes.,,,MET,MET,MET,Peer-reviewed journal article published in Child Psychiatry and Human Development (2019).,"Peer-reviewed journal article (Child Psychiatry & Human Development, 2019).",,,MET,INCLUDE,,,All 6 criteria MET,,E8,
398,10.1186/s12966-019-0862-x,Screen time and problem behaviors in children: exploring the mediating role of sleep duration.,"Guerrero, Michelle D",2019.0,The international journal of behavioral nutrition and physical activity,1,MET,MET,"Methods: 'We used baseline (cross-sectional) data (2016–18) from the Adolescent Brain Cognitive Development (ABCD) study, a US representative sample of 11,875 children aged 9 to 10 years.'","Uses U.S. ABCD Study baseline data. PDF states 'Parents and children provided cross-sectional baseline data (2016–18) as part of the Adolescent Brain Cognitive Development study, a broadly US representative sample of 11,875 children aged 9 to 10 years.'",,,MET,MET,MET,"Screen time types measured: television/movies, videos, video games, social media via Youth Screen Time Survey; screen content: mature-rated games, R-rated movies.","Multiple screen time types and content measured: television/movies, videos, video games, social media, mature-rated video games, and R-rated movies. Youth Screen Time Survey (14 items) used to measure daily recreational ST for all six behaviors.",,,MET,MET,MET,"Screen time associated with problem behaviors: multiple screen types linked to outcomes including rule-breaking, aggressive behavior, social problems, attention problems via inferential tests (incidence rate ratio models).",Negative binomial structural equation modeling testing screen time (types and content) against problem behaviors (CBCL syndrome scales) as non-screen outcomes. Inferential tests throughout: 'watching television/movies was associated with a 5.9% increase in rule-breaking behavior (IRR = 1.059)' and mediation tests via sleep duration.,,,MET,MET,MET,"Numeric results extensive: IRRs with 95% confidence intervals throughout Tables 2-3; example: television/movies → rule-breaking β=.06, p<.001, IRR=1.059; sleep duration → all problem behaviors p<.001 with IRRs ranging .834-.905.","Extensive numeric results reported. Examples from Table 2: Television/movies → rule-breaking: B = .06, p < .001, IRR = 1.059, 95% CI [.025, .090]. Videos → anxious/depressed (mediated): β = .01, p < .001, IRR = 1.017, 95% CI [.005, .010].",,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data; mediation analysis using negative binomial structural equation modeling to test sleep duration as mediator of screen-time–problem-behavior associations.,"Original cross-sectional empirical analysis with mediation analysis. Study examines associations between ST and problem behaviors, with sleep duration as mediator.",,,MET,MET,MET,Peer-reviewed journal article published in International Journal of Behavioral Nutrition and Physical Activity (2019).,"Peer-reviewed journal article (International Journal of Behavioral Nutrition and Physical Activity, 2019).",,,MET,INCLUDE,,,All 6 criteria MET,"E1,E2,E3",E8,
429,10.1542/peds.2019-0187,24-Hour Movement Behaviors and Impulsivity.,"Guerrero, Michelle D",2019.0,Pediatrics,1,MET,MET,Methods: 'Participants were part of the Adolescent Brain Cognitive Development (ABCD) Study' with first annual curated release of ABCD baseline data from 4524 children aged 8–11 years across 21 US sites.,Paper explicitly states 'Data from this study were part of the first annual curated release of the Adolescent Brain Cognitive Development Study. Participants included 4524 children between the ages of 8 and 11 years.' ABCD is the U.S. ABCD Study.,,,MET,MET,MET,"Screen time measured: Youth Screen Time Survey (12 items) capturing hours per day of television/videos, video games, social media, texting; outcomes include recreational screen time (ST) and sleep.","Screen time (ST) measured as recreational screen time via Youth Screen Time Survey (12 items), encompassing watching shows and movies, watching videos, video games, texting, and other digital activities on weekday and weekend days.",,,MET,MET,MET,"24-hour movement behavior combinations (sleep, physical activity, screen time) associated with impulsivity dimensions: structural equation models test associations between screen time ± sleep/PA combinations and impulsivity outcomes (negative urgency, BIS, BAS reward responsiveness, etc.).",Multiple inferential tests reported linking ST and movement behavior combinations to impulsivity dimensions. Example: Meeting ST + sleep recommendations was negatively associated with positive urgency (95% CI: -0.20 to -0.10).,,,MET,MET,MET,"Numeric results reported: standardized path coefficients (β), SEs, p-values, 95% CIs; Tables 3-5 provide coefficients for all movement-behavior-impulsivity pathways; example: meeting ST+sleep recommendations vs. meeting none: β=−.09, p<.001 for Behavioral Inhibition System.",Numeric coefficients reported throughout. Example: β = -0.12 (p<0.001) for ST + sleep recommendations vs positive urgency; β = -0.09 (95% CI: -0.12 to -0.05) for ST + sleep vs positive urgency.,,,MET,MET,MET,Original cross-sectional empirical analysis of ABCD baseline data; structural equation modeling examining associations between 24-hour movement behavior combinations (including screen time) and impulsivity dimensions.,Cross-sectional empirical analysis of ABCD baseline data examining associations between 24-hour movement behaviors (including ST) and impulsivity dimensions using structural equation modeling.,,,MET,MET,MET,Peer-reviewed journal article published in Pediatrics (2019).,"Peer-reviewed journal article published in Pediatrics, 2019, with distinct analyses from other ABCD studies.",,,MET,INCLUDE,,,All 6 criteria MET,E2,E2,
116,10.1016/j.ijheh.2018.09.006,"Radiofrequency electromagnetic fields, screen time, and emotional and behavioural problems in 5-year-old children.","Guxens, MÃ²nica",2019.0,International journal of hygiene and environmental health,1,NOT_MET,NOT_MET,"Study uses 'Amsterdam Born Children and their Development (ABCD) Study, in the Netherlands,' NOT the US ABCD. Methods state 'ABCD is a community-based prospective cohort study' in the Netherlands; sample is 3102 children from Amsterdam aged 5 years.","Study uses Amsterdam ABCD (Dutch), not U.S. ABCD Study. Methods section explicitly states 'This study was embedded in the Amsterdam Born Children and their Development (ABCD) Study' conducted in the Netherlands with 3102 children aged 5 years.",,,NOT_MET,MET,MET,"Screen time measured: mother-reported duration of computer/video games use and television watching in hours per day, categorized into exposure groups.","Screen time exposures measured including computer/video games use (none, <0.5 h/day, 0.5-1 h/day, ≥1 h/day) and television watching (<0.5 h/day, 0.5-1 h/day, 1-1.5 h/day, ≥1.5 h/day) reported by mothers.",,,MET,MET,MET,"Screen time associated with emotional/behavioral problems: logistic regression models test associations between television watching (≥1.5 h/day) and maternal-reported hyperactivity/inattention (OR 3.13, 95% CI 1.43–6.82); cordless phone use associated with teacher-reported prosocial behavior (OR 0.68, 95% CI 0.48–0.97).","Multiple inferential tests (logistic regression models) linking screen time to emotional/behavioral problems. Example: Children watching television ≥1.5 h/day had higher odds of maternal-reported hyperactivity/inattention (OR 3.13, 95% CI 1.43 to 6.82).",,,MET,MET,MET,"Numeric results reported: odds ratios with 95% confidence intervals throughout Tables 2-3; example: television ≥1.5 h/day → hyperactivity/inattention OR=3.13, 95% CI 1.43–6.82.",Numeric odds ratios and 95% confidence intervals reported throughout. Example: Television ≥1.5 h/day vs emotional symptoms OR 2.56 (95% CI 0.73-8.93); hyperactivity/inattention OR 3.13 (95% CI 1.43-6.82).,,,MET,MET,MET,Original cross-sectional empirical analysis examining associations between RF-EMF exposures and screen time with emotional/behavioral problems in 5-year-old children.,Cross-sectional empirical analysis of screen time exposure and emotional/behavioral problems using logistic regression with multiple imputation for missing data.,,,MET,MET,MET,Peer-reviewed journal article published in International Journal of Hygiene and Environmental Health (2019).,"Peer-reviewed journal article published in International Journal of Hygiene and Environmental Health, 2019.",,,MET,EXCLUDE,FT-EC1,FT_IC1,FT_IC1 NOT_MET → FT-EC1,,,
146,10.1016/j.neuroimage.2018.10.040,Screen media activity and brain structure in youth: Evidence for diverse structural correlation networks from the ABCD study.,"Paulus, Martin P",2019.0,NeuroImage,1,MET,MET,Paulus et al. (2019) explicitly uses ABCD baseline data to analyze screen media activity and brain structure in youth. The abstract and methods confirm use of the Adolescent Brain Cognitive Development Study.,"Paper explicitly analyzes ABCD Study data: 'The ABCD study team employed a rigorous epidemiologically informed school-based recruitment strategy...The current sample size for the ABCD Study is projected to be 11,500, the first data release (February 2018) included 4254 youth.' Baseline neuroimaging data from U.S. ABCD cohort.",,,MET,MET,MET,"Screen media activity (SMA) measured including watching television or videos, playing video games, and using social media. Youth report captured frequency of multiple screen modalities.","Screen media activity (SMA) measured via youth-report including watching television or videos, playing video games, social media use. Youth completed 6-item SMA questionnaire assessing time on various platforms and activities.",,,MET,MET,MET,"Group factor analysis (GFA) conducted to link SMA to brain structural variables (cortical thickness, sulcal depth, gray matter volume). Results show SMA-related GFAs correlated with multiple brain structural measures across diverse cortical regions.","Multiple inferential tests reported linking SMA to brain structure (non-screen outcomes). Example: Group Factor Analyses and mixed model analyses show SMA-related factors predict cortical thickness, sulcal depth, gray matter volume with multiple reported coefficients and significance tests.",,,MET,MET,MET,Multiple numeric results reported: SMA_GFA1 accounted for 15.69% variance; SMA_GFA2 accounted for 9.15% variance. Specific loading values provided in figures and text.,"Numeric standardized coefficients and model fit statistics reported. Example: SMA GFA1 accounting for 15.69% variance in brain structure; mixed model coefficients with 95% confidence intervals provided throughout; Chi-square goodness-of-fit values (e.g., χ2(51) = 329.58, p<0.001).",,,MET,MET,MET,Original empirical cross-sectional analysis of ABCD baseline data examining screen media activity and brain structure associations using group factor analysis methodology.,"Original empirical analysis of ABCD baseline data examining associations between screen media activity and structural brain indices (cortical thickness, sulcal depth, gray matter volume) using Group Factor Analysis and generalized linear mixed models.",,,MET,MET,MET,"Peer-reviewed journal article published in NeuroImage (2019), a peer-reviewed scientific journal.","Peer-reviewed journal article published in NeuroImage, 2019, with novel ABCD analyses examining SMA and brain structure.",,,MET,INCLUDE,,,All 6 criteria MET,,E3,
98,10.1016/j.dcn.2018.03.008,"Current, future and potential use of mobile and wearable technologies and social media data in the ABCD study to increase understanding of contributors to child health.","Bagot, K S",2018.0,Developmental cognitive neuroscience,1,MET,MET,Bagot et al. (2018) describes current and future use of mobile and wearable technologies in the ABCD study. Abstract and methods confirm this is written about ABCD's plans for technology integration.,Title explicitly states 'in the ABCD study' and abstract describes 'the Adolescent Brain Cognitive Development (ABCD)' study with U.S. sites and participants.,,,MET,MET,MET,"Discusses mobile phone use, wearable technologies, and social media data collection methods being used and planned for ABCD study participants.","Measures multiple screen/digital variables: smartphone use (EMA, SMS, passive sensing), Fitbit wearables, GPS location tracking, social media data collection, app categories via passive sensing.",,,MET,NOT_MET,NOT_MET,This is a resource/methods paper describing potential uses of mobile and wearable technologies and social media data in ABCD. No inferential statistical tests linking screen variables to outcomes are reported; the paper is prospective and descriptive of planned analyses.,"Resource/methodology paper describing current and planned technologies for ABCD data collection. No inferential statistical tests linking screen variables to non-screen outcomes reported. Content is future-oriented (e.g., 'planned for future follow-up visits starting Year 3').",,,NOT_MET,NOT_MET,NOT_MET,"No numeric associations between screen variables and outcomes are reported, as this is a methods/resource paper describing planned data collection.","No numeric results reported. Paper describes methods, validation studies, and pilot data only; no coefficients, p-values, or statistical estimates provided for screen↔outcome associations.",,,NOT_MET,NOT_MET,NOT_MET,This is a resource/data paper describing technologies being used/planned in ABCD with no original empirical analyses of screen↔outcome relationships. Methods papers without new analyses do not meet FT-IC5.,"Not original empirical analysis of ABCD data. Describes technologies currently in use, piloted, and under consideration for future implementation; mentions one feasibility pilot (Fitbit validation study with n=60 boys/girls) but reports only descriptive outcomes (ease of use, acceptability percentages) with no external health outcome analysis.",,,NOT_MET,MET,MET,Peer-reviewed journal article in Developmental Cognitive Neuroscience (2018).,"Peer-reviewed journal article published in Developmental Cognitive Neuroscience, Volume 32, August 2018, Pages 121-129.",,,MET,EXCLUDE,FT-EC3,FT_IC5,FT_IC5 NOT_MET → FT-EC3,,E5,
164,10.1016/s2352-4642(18)30278-5,Associations between 24 hour movement behaviours and global cognition in US children: a cross-sectional observational study.,"Walsh, Jeremy J",2018.0,The Lancet. Child & adolescent health,1,UNKNOWN,UNKNOWN,No PDF available. Title mentions 'US children' and 'global cognition' but does not explicitly state ABCD Study in title.,No PDF available; abstract field is empty. Title mentions 'US children' and 'cross-sectional observational study' but provides no explicit confirmation of ABCD cohort data.,,,UNKNOWN,UNKNOWN,UNKNOWN,"No PDF available. Title mentions '24 hour movement behaviours' which may include screen time, but cannot confirm from abstract alone.",No PDF and abstract missing. Title mentions '24 hour movement behaviours' but unclear whether screen time/digital media variables are measured.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF available. Cannot determine if inferential tests linking screen variables to outcomes are reported.,No PDF available and abstract absent; cannot assess whether screen↔non-screen inferential tests are reported.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF available. Cannot verify numeric results.,No PDF available and abstract missing; cannot verify numeric results.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF available. Cannot determine study design from title/abstract alone.,No PDF available; abstract absent. Cannot determine study design.,,,UNKNOWN,UNKNOWN,MET,No PDF available. Cannot determine duplicate status.,"Peer-reviewed journal article published in The Lancet. Child & Adolescent Health, 2018.",,,MET,UNSURE,,,Criteria UNKNOWN (usually no PDF; retrieval pending),,,
