row_id,title,authors,journal,year,doi,url,url_type,coder,date_coded,notes
886,Lower daily steps among U.S. adolescents during the COVID-19 pandemic: Objective findings from the Adolescent Brain Cognitive Development Study.,Nagata JM; Yu J; Dooley EE; Baker FC; Alsamman S; Wing D; Ganson KT; Pettee Gabriel K,Preventive medicine reports,2022,10.1016/j.pmedr.2022.102095,https://doi.org/10.1016/j.pmedr.2022.102095,DOI,AI,2026-03-24,
887,Genetic risk of AUDs and childhood impulsivity: Examining the role of parenting and family environment.,Su J; Trevino A; Jamil B; Aliev F,Development and psychopathology,2022,10.1017/S095457942200092X,https://doi.org/10.1017/S095457942200092X,DOI,AI,2026-03-24,
888,Performance scaling for structural MRI surface parcellations: a machine learning analysis in the ABCD Study.,Hahn S; Owens MM; Yuan D; Juliano AC; Potter A; Garavan H; Allgaier N,"Cerebral cortex (New York, N.Y. : 1991)",2022,10.1093/cercor/bhac060,https://doi.org/10.1093/cercor/bhac060,DOI,AI,2026-03-24,
889,Adherence to 24-Hour Movement Recommendations and Health Indicators in Early Adolescence: Cross-Sectional and Longitudinal Associations in the Adolescent Brain Cognitive Development Study.,Fung H; Yeo BTT; Chen C; Lo JC; Chee MWL; Ong JL,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2022,10.1016/j.jadohealth.2022.10.019,https://doi.org/10.1016/j.jadohealth.2022.10.019,DOI,AI,2026-03-24,
890,Access to quality health resources and environmental toxins affect the relationship between brain structure and BMI in a sample of pre and early adolescents.,Adise S; Marshall AT; Kan E; Sowell ER,Frontiers in public health,2022,10.3389/fpubh.2022.1061049,https://doi.org/10.3389/fpubh.2022.1061049,DOI,AI,2026-03-24,
891,Rare copy number variants in males and females with childhood attention-deficit/hyperactivity disorder.,Jung B; Ahn K; Justice C; Norman L; Price J; Sudre G; Shaw P,Molecular psychiatry,2022,10.1038/s41380-022-01906-y,https://doi.org/10.1038/s41380-022-01906-y,DOI,AI,2026-03-24,
892,Screen Time and Obsessive-Compulsive Disorder Among Children 9-10 Years Old: A Prospective Cohort Study.,Nagata JM; Chu J; Zamora G; Ganson KT; Testa A; Jackson DB; Costello CR; Murray SB; Baker FC,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2022,10.1016/j.jadohealth.2022.10.023,https://doi.org/10.1016/j.jadohealth.2022.10.023,DOI,AI,2026-03-24,
893,A genetically informed Registered Report on adverse childhood experiences and mental health.,Baldwin JR; Sallis HM; Schoeler T; Taylor MJ; Kwong ASF; Tielbeek JJ; Barkhuizen W; Warrier V; Howe LD; Danese A; McCrory E; Rijsdijk F; Larsson H; Lundström S; Karlsson R; Lichtenstein P; Munafò M; Pingault JB,Nature human behaviour,2022,10.1038/s41562-022-01482-9,https://doi.org/10.1038/s41562-022-01482-9,DOI,AI,2026-03-24,
894,Robust High-Dimensional Regression with Coefficient Thresholding and its Application to Imaging Data Analysis.,Liu B; Zhang Q; Xue L; Song PX; Kang J,Journal of the American Statistical Association,2024,10.1080/01621459.2022.2142590,https://doi.org/10.1080/01621459.2022.2142590,DOI,AI,2026-03-24,
895,Differences in cortical morphology and child internalizing or externalizing problems: Accounting for the co-occurrence.,Zhang Y; Xu B; Kim HH; Muetzel R; Delaney SW; Tiemeier H,JCPP advances,2022,10.1002/jcv2.12114,https://doi.org/10.1002/jcv2.12114,DOI,AI,2026-03-24,
896,Morphometric dis-similarity between cortical and subcortical areas underlies cognitive function and psychiatric symptomatology: a preadolescence study from ABCD.,Wu X; Palaniyappan L; Yu G; Zhang K; Seidlitz J; Liu Z; Kong X; Schumann G; Feng J; Sahakian BJ; Robbins TW; Bullmore E; Zhang J,Molecular psychiatry,2022,10.1038/s41380-022-01896-x,https://doi.org/10.1038/s41380-022-01896-x,DOI,AI,2026-03-24,
897,"An Update on NIH Programs Relevant to Child Brain Health Research: ECHO, ABCD, HBCD, and MIRA.",Price JC; Lee JJ; Saraiya N; Lei S; Mintz CD,Journal of neurosurgical anesthesiology,2022,10.1097/ANA.0000000000000875,https://doi.org/10.1097/ANA.0000000000000875,DOI,AI,2026-03-24,
898,Relating neighborhood deprivation to childhood obesity in the ABCD study: Evidence for theories of neuroinflammation and neuronal stress.,Adise S; Marshall AT; Kan E; Gonzalez MR; Sowell ER,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",2022,10.1037/hea0001250,https://doi.org/10.1037/hea0001250,DOI,AI,2026-03-24,
899,Association of Mental Health Burden With Prenatal Cannabis Exposure From Childhood to Early Adolescence: Longitudinal Findings From the Adolescent Brain Cognitive Development (ABCD) Study.,Baranger DAA; Paul SE; Colbert SMC; Karcher NR; Johnson EC; Hatoum AS; Bogdan R,JAMA pediatrics,2022,10.1001/jamapediatrics.2022.3191,https://doi.org/10.1001/jamapediatrics.2022.3191,DOI,AI,2026-03-24,
900,Associations between socioeconomic gradients and racial disparities in preadolescent brain outcomes.,Isaiah A; Ernst TM; Liang H; Ryan M; Cunningham E; Rodriguez PJ; Menken M; Kaschak D; Guihen C; Reeves G; Lever N; Edwards SM; Chang L,Pediatric research,2022,10.1038/s41390-022-02399-9,https://doi.org/10.1038/s41390-022-02399-9,DOI,AI,2026-03-24,
901,Maternal age at birth and child attention-deficit hyperactivity disorder: causal association or familial confounding?,Baker BH; Joo YY; Park J; Cha J; Baccarelli AA; Posner J,"Journal of child psychology and psychiatry, and allied disciplines",2022,10.1111/jcpp.13726,https://doi.org/10.1111/jcpp.13726,DOI,AI,2026-03-24,
902,"Twin study of caffeine use, ADHD, and disrupted sleep in ABCD youth.",Dash GF; Carter E; Karalunas SL; Hudson KA; Fair D; Feldstein Ewing SW,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",2022,10.1037/hea0001252,https://doi.org/10.1037/hea0001252,DOI,AI,2026-03-24,
903,Adverse childhood experiences and early adolescent cyberbullying in the United States.,Nagata JM; Trompeter N; Singh G; Raney J; Ganson KT; Testa A; Jackson DB; Murray SB; Baker FC,Journal of adolescence,2022,10.1002/jad.12124,https://doi.org/10.1002/jad.12124,DOI,AI,2026-03-24,
904,A multidimensional approach to understanding the emergence of sex differences in internalizing symptoms in adolescence.,Serio B; Kohler R; Ye F; Lichenstein SD; Yip SW,Developmental cognitive neuroscience,2022,10.1016/j.dcn.2022.101182,https://doi.org/10.1016/j.dcn.2022.101182,DOI,AI,2026-03-24,
905,The combination of autism and exceptional cognitive ability is associated with suicidal ideation.,Casten LG; Thomas TR; Doobay AF; Foley-Nicpon M; Kramer S; Nickl-Jockschat T; Abel T; Assouline S; Michaelson JJ,Neurobiology of learning and memory,2022,10.1016/j.nlm.2022.107698,https://doi.org/10.1016/j.nlm.2022.107698,DOI,AI,2026-03-24,
906,Variability in Cognitive Task Performance in Early Adolescence Is Associated With Stronger Between-Network Anticorrelation and Future Attention Problems.,Chang SE; Lenartowicz A; Hellemann GS; Uddin LQ; Bearden CE,Biological psychiatry global open science,2022,10.1016/j.bpsgos.2022.11.003,https://doi.org/10.1016/j.bpsgos.2022.11.003,DOI,AI,2026-03-24,
907,Recommendations for Identifying Valid Wear for Consumer-Level Wrist-Worn Activity Trackers and Acceptability of Extended Device Deployment in Children.,Wing D; Godino JG; Baker FC; Yang R; Chevance G; Thompson WK; Reuter C; Bartsch H; Wilbur A; Straub LK; Castro N; Higgins M; Colrain IM; de Zambotti M; Wade NE; Lisdahl KM; Squeglia LM; Ortigara J; Fuemmeler B; Patrick K; Mason MJ; Tapert SF; Bagot KS,"Sensors (Basel, Switzerland)",2022,10.3390/s22239189,https://doi.org/10.3390/s22239189,DOI,AI,2026-03-24,
908,Association between Asthma and Suicidality in 9-12-Year-Old Youths.,Hoffman KW; Visoki E; Argabright ST; Schultz LM; Didomenico GE; Tran KT; Gordon JH; Chaiyachati BH; Moore TM; Almasy L; Barzilay R,Brain sciences,2022,10.3390/brainsci12121602,https://doi.org/10.3390/brainsci12121602,DOI,AI,2026-03-24,
909,"Hierarchical Modeling of Psychosocial, Parental, and Environmental Factors for Susceptibility to Tobacco Product Use in 9-10-Year-Old Children.",Dai HD; Pierce J; Beseler C; Abadi A; Zoucha K; Johnson R; Buckley J; Ramos AK,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2022,10.1016/j.jadohealth.2022.09.021,https://doi.org/10.1016/j.jadohealth.2022.09.021,DOI,AI,2026-03-24,
910,Peer correlates of conduct problems in girls.,Schiff SJ; Lee SS,Aggressive behavior,2022,10.1002/ab.22063,https://doi.org/10.1002/ab.22063,DOI,AI,2026-03-24,
911,Continuity versus change in latent profiles of emotion regulation and working memory during adolescence.,Huffman LG; Oshri A,Developmental cognitive neuroscience,2022,10.1016/j.dcn.2022.101177,https://doi.org/10.1016/j.dcn.2022.101177,DOI,AI,2026-03-24,
912,A Deeper Dive Into the Relation Between Psychotic-like Experiences and Suicidal Ideation and Behaviors in Children Across the United States.,Jay SY; Schiffman J; Grattan R; O'Hare K; Klaunig M; DeVylder J; Karcher NR,Schizophrenia bulletin,2022,10.1093/schbul/sbac090,https://doi.org/10.1093/schbul/sbac090,DOI,AI,2026-03-24,
913,Five recommendations for using large-scale publicly available data to advance health among American Indian peoples: the Adolescent Brain and Cognitive Development (ABCD) Study as an illustrative case.,White EJ; Demuth MJ; Wiglesworth A; Coser AD; Garrett BA; Kominsky TK; Jernigan V; Thompson WK; Paulus M; Aupperle R,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2022,10.1038/s41386-022-01498-9,https://doi.org/10.1038/s41386-022-01498-9,DOI,AI,2026-03-24,
914,Adverse childhood experiences and binge-eating disorder in early adolescents.,Chu J; Raney JH; Ganson KT; Wu K; Rupanagunta A; Testa A; Jackson DB; Murray SB; Nagata JM,Journal of eating disorders,2022,10.1186/s40337-022-00682-y,https://doi.org/10.1186/s40337-022-00682-y,DOI,AI,2026-03-24,
915,Mapping gene by early life stress interactions on child subcortical brain structures: A genome-wide prospective study.,Bolhuis K; Mulder RH; de Mol CL; Defina S; Warrier V; White T; Tiemeier H; Muetzel RL; Cecil CAM,JCPP advances,2022,10.1002/jcv2.12113,https://doi.org/10.1002/jcv2.12113,DOI,AI,2026-03-24,
916,Longitudinal impact of COVID-19 pandemic on mental health of children in the ABCD study cohort.,Hamatani S; Hiraoka D; Makita K; Tomoda A; Mizuno Y,Scientific reports,2022,10.1038/s41598-022-22694-z,https://doi.org/10.1038/s41598-022-22694-z,DOI,AI,2026-03-24,
917,COVID-19-related financial strain and adolescent mental health.,Argabright ST; Tran KT; Visoki E; DiDomenico GE; Moore TM; Barzilay R,Lancet regional health. Americas,2022,10.1016/j.lana.2022.100391,https://doi.org/10.1016/j.lana.2022.100391,DOI,AI,2026-03-24,
918,Cortical profiles of numerous psychiatric disorders and normal development share a common pattern.,Cao Z; Cupertino RB; Ottino-Gonzalez J; Murphy A; Pancholi D; Juliano A; Chaarani B; Albaugh M; Yuan D; Schwab N; Stafford J; Goudriaan AE; Hutchison K; Li CR; Luijten M; Groefsema M; Momenan R; Schmaal L; Sinha R; van Holst RJ; Veltman DJ; Wiers RW; Porjesz B; Lett T; Banaschewski T; Bokde ALW; Desrivières S; Flor H; Grigis A; Gowland P; Heinz A; Brühl R; Martinot JL; Martinot MP; Artiges E; Nees F; Orfanos DP; Paus T; Poustka L; Hohmann S; Millenet S; Fröhner JH; Robinson L; Smolka MN; Walter H; Winterer J; Schumann G; Whelan R; Bhatt RR; Zhu A; Conrod P; Jahanshad N; Thompson PM; Mackey S; Garavan H,Molecular psychiatry,2022,10.1038/s41380-022-01855-6,https://doi.org/10.1038/s41380-022-01855-6,DOI,AI,2026-03-24,
919,Substance use patterns in 9 to 13-year-olds: Longitudinal findings from the Adolescent Brain Cognitive Development (ABCD) study.,Sullivan RM; Wade NE; Wallace AL; Tapert SF; Pelham WE; Brown SA; Cloak CC; Feldstein Ewing SW; Madden PAF; Martz ME; Ross JM; Kaiver CM; Wirtz HG; Heitzeg MM; Lisdahl KM,Drug and alcohol dependence reports,2022,10.1016/j.dadr.2022.100120,https://doi.org/10.1016/j.dadr.2022.100120,DOI,AI,2026-03-24,
920,Prediction of gender from longitudinal MRI data via deep learning on adolescent data reveals unique patterns associated with brain structure and change over a two-year period.,Bi Y; Abrol A; Fu Z; Chen J; Liu J; Calhoun V,Journal of neuroscience methods,2022,10.1016/j.jneumeth.2022.109744,https://doi.org/10.1016/j.jneumeth.2022.109744,DOI,AI,2026-03-24,
921,Mild Traumatic Brain Injury and Behavior and Sleep Among 9- and 10-Year Old Children: Initial Findings From the Adolescent Brain Cognitive Development (ABCD) Study.,Sheth C; Huber RS; Renshaw PF; Yurgelun-Todd DA; McGlade EC,The Journal of early adolescence,2022,10.1177/02724316221117508,https://doi.org/10.1177/02724316221117508,DOI,AI,2026-03-24,
922,"Caregiver monitoring, but not caregiver warmth, is associated with general cognition in two large sub-samples of youth.",Keller AS; Mackey AP; Pines A; Fair D; Feczko E; Hoffmann MS; Salum GA; Barzilay R; Satterthwaite TD,Developmental science,2022,10.1111/desc.13337,https://doi.org/10.1111/desc.13337,DOI,AI,2026-03-24,
923,Genetic and Environmental Variation in Continuous Phenotypes in the ABCD Study®.,Maes HHM; Lapato DM; Schmitt JE; Luciana M; Banich MT; Bjork JM; Hewitt JK; Madden PA; Heath AC; Barch DM; Thompson WK; Iacono WG; Neale MC,Behavior genetics,2022,10.1007/s10519-022-10123-w,https://doi.org/10.1007/s10519-022-10123-w,DOI,AI,2026-03-24,
924,Parental knowledge/monitoring and adolescent substance use: A causal relationship?,Pelham WE; Tapert SF; Gonzalez MR; Wade NE; Lisdahl KM; Guillaume M; Marshall AT; Van Rinsveld A; Dick AS; Baker FC; Breslin FJ; Baskin-Sommers A; Sheth CS; Brown SA,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",2022,10.1037/hea0001245,https://doi.org/10.1037/hea0001245,DOI,AI,2026-03-24,
925,Attention-deficit hyperactivity disorder symptoms and brain morphology: Examining confounding bias.,Dall'Aglio L; Kim HH; Lamballais S; Labrecque J; Muetzel RL; Tiemeier H,eLife,2022,10.7554/eLife.78002,https://doi.org/10.7554/eLife.78002,DOI,AI,2026-03-24,
926,Lower gestational age is associated with lower cortical volume and cognitive and educational performance in adolescence.,Ma Q; Wang H; Rolls ET; Xiang S; Li J; Li Y; Zhou Q; Cheng W; Li F,BMC medicine,2022,10.1186/s12916-022-02627-3,https://doi.org/10.1186/s12916-022-02627-3,DOI,AI,2026-03-24,
927,"Prenatal Caffeine Exposure Is Linked to Elevated Sugar Intake and BMI, Altered Reward Sensitivity, and Aberrant Insular Thickness in Adolescents: An ABCD Investigation.",Agarwal K; Manza P; Tejeda HA; Courville AB; Volkow ND; Joseph PV,Nutrients,2022,10.3390/nu14214643,https://doi.org/10.3390/nu14214643,DOI,AI,2026-03-24,
928,"Poverty, Cortical Structure, and Psychopathologic Characteristics in Adolescence.",Kim HH; McLaughlin KA; Chibnik LB; Koenen KC; Tiemeier H,JAMA network open,2022,10.1001/jamanetworkopen.2022.44049,https://doi.org/10.1001/jamanetworkopen.2022.44049,DOI,AI,2026-03-24,
929,Biopsychosocial Attributes of Single-region and Multi-region Body Pain During Early Adolescence: Analysis of the ABCD Cohort.,Senger-Carpenter T; Scott EL; Marriott DJ; Lenko R; Seng J; Ploutz-Snyder R; Robinson-Lane SG; Cofield C; Chen B; Voepel-Lewis T,The Clinical journal of pain,2022,10.1097/AJP.0000000000001069,https://doi.org/10.1097/AJP.0000000000001069,DOI,AI,2026-03-24,
930,Reward sensitivity and internalizing symptoms during the transition to puberty: An examination of 9-and 10-year-olds in the ABCD Study.,McNeilly EA; Saragosa-Harris NM; Mills KL; Dahl RE; Magis-Weinberg L,Developmental cognitive neuroscience,2022,10.1016/j.dcn.2022.101172,https://doi.org/10.1016/j.dcn.2022.101172,DOI,AI,2026-03-24,
931,Sex differences in regional gray matter density in pre-adolescent binge eating disorder: a voxel-based morphometry study.,Murray SB; Diaz-Fong JP; Duval CJ; Balkchyan AA; Nagata JM; Lee DJ; Ganson KT; Toga AW; Siegel SJ; Jann K,Psychological medicine,2022,10.1017/S0033291722003269,https://doi.org/10.1017/S0033291722003269,DOI,AI,2026-03-24,
932,Bayesian multisource data integration for explainable brain-behavior analysis.,Chen R,Frontiers in neuroscience,2022,10.3389/fnins.2022.1044680,https://doi.org/10.3389/fnins.2022.1044680,DOI,AI,2026-03-24,
933,State-Level Recreational Cannabis Legalization Is Not Differentially Associated with Cannabis Risk Perception Among Children: A Multilevel Regression Analysis.,Gilman JM; Iyer MT; Pottinger EG; Klugman EM; Hughes D; Potter K; Tervo-Clemmens B; Roffman JL; Evins AE,Cannabis and cannabinoid research,2022,10.1089/can.2022.0162,https://doi.org/10.1089/can.2022.0162,DOI,AI,2026-03-24,
934,A multicohort geometric deep learning study of age dependent cortical and subcortical morphologic interactions for fluid intelligence prediction.,Wu Y; Besson P; Azcona EA; Bandt SK; Parrish TB; Breiter HC; Katsaggelos AK,Scientific reports,2022,10.1038/s41598-022-22313-x,https://doi.org/10.1038/s41598-022-22313-x,DOI,AI,2026-03-24,
935,Strengthening associations between psychotic like experiences and suicidal ideation and behavior across middle childhood and early adolescence.,Karcher NR; O'Hare K; Jay SY; Grattan R,Psychological medicine,2022,10.1017/S0033291722003166,https://doi.org/10.1017/S0033291722003166,DOI,AI,2026-03-24,
936,Impulsivity and reward sensitivity facets as predictors of weight change in children: Differences by binge-eating disorder diagnostic status.,Valdez A; Smith KE; Mason TB,Pediatric obesity,2022,10.1111/ijpo.12987,https://doi.org/10.1111/ijpo.12987,DOI,AI,2026-03-24,
937,Longitudinal assessment of brain structure and behaviour in youth with rapid weight gain: Potential contributing causes and consequences.,Adise S; Marshall AT; Hahn S; Zhao S; Kan E; Rhee KE; Herting MM; Sowell ER,Pediatric obesity,2022,10.1111/ijpo.12985,https://doi.org/10.1111/ijpo.12985,DOI,AI,2026-03-24,
938,Socioeconomic resources are associated with distributed alterations of the brain's intrinsic functional architecture in youth.,Sripada C; Gard AM; Angstadt M; Taxali A; Greathouse T; McCurry K; Hyde LW; Weigard A; Walczyk P; Heitzeg M,Developmental cognitive neuroscience,2022,10.1016/j.dcn.2022.101164,https://doi.org/10.1016/j.dcn.2022.101164,DOI,AI,2026-03-24,
939,Parental religiosity is associated with changes in youth functional network organization and cognitive performance in early adolescence.,Brooks SJ; Tian L; Parks SM; Stamoulis C,Scientific reports,2022,10.1038/s41598-022-22299-6,https://doi.org/10.1038/s41598-022-22299-6,DOI,AI,2026-03-24,
940,Genetic versus environmental influences on callous-unemotional traits in preadolescence: The role of parenting and parental psychopathology.,Perlstein S; Hawes S; Vazquez AY; Pacheco-Colón I; Lehman S; Parent J; Byrd A; Waller R,Development and psychopathology,2022,10.1017/S0954579422000888,https://doi.org/10.1017/S0954579422000888,DOI,AI,2026-03-24,
941,Impact of prenatal cannabis exposure on functional connectivity of the salience network in children.,Faraj MM; Evanski J; Zundel CG; Peters C; Brummelte S; Lundahl L; Marusak HA,Journal of neuroscience research,2022,10.1002/jnr.25136,https://doi.org/10.1002/jnr.25136,DOI,AI,2026-03-24,
942,Family History of Depression and Neural Reward Sensitivity: Findings From the Adolescent Brain Cognitive Development Study.,Freeman C; Olino T; Barbeau EB; Weinberg A; Chai X,Biological psychiatry. Cognitive neuroscience and neuroimaging,2022,10.1016/j.bpsc.2022.09.015,https://doi.org/10.1016/j.bpsc.2022.09.015,DOI,AI,2026-03-24,
943,Task-based co-activation patterns reliably predict resting state canonical network engagement during development.,Ye F; Kohler R; Serio B; Lichenstein S; Yip SW,Developmental cognitive neuroscience,2022,10.1016/j.dcn.2022.101160,https://doi.org/10.1016/j.dcn.2022.101160,DOI,AI,2026-03-24,
944,Association of Video Gaming With Cognitive Performance Among Children.,Chaarani B; Ortigara J; Yuan D; Loso H; Potter A; Garavan HP,JAMA network open,2022,10.1001/jamanetworkopen.2022.35721,https://doi.org/10.1001/jamanetworkopen.2022.35721,DOI,AI,2026-03-24,
945,"Prevalence of Disordered Eating and Associations With Sex, Pubertal Maturation, and Weight in Children in the US.",Murray SB; Blashill AJ; Calzo JP,JAMA pediatrics,2022,10.1001/jamapediatrics.2022.2490,https://doi.org/10.1001/jamapediatrics.2022.2490,DOI,AI,2026-03-24,
946,Associations Between Genetic Risk for Adult Suicide Attempt and Suicidal Behaviors in Young Children in the US.,Lee PH; Doyle AE; Silberstein M; Jung JY; Liu RT; Perlis RH; Roffman J; Smoller JW; Fava M; Kessler RC,JAMA psychiatry,2022,10.1001/jamapsychiatry.2022.2379,https://doi.org/10.1001/jamapsychiatry.2022.2379,DOI,AI,2026-03-24,
947,White matter microstructure shows sex differences in late childhood: Evidence from 6797 children.,Lawrence KE; Abaryan Z; Laltoo E; Hernandez LM; Gandal MJ; McCracken JT; Thompson PM,Human brain mapping,2022,10.1002/hbm.26079,https://doi.org/10.1002/hbm.26079,DOI,AI,2026-03-24,
948,Effects of Parental Internalizing and Externalizing Behavior Problems on Children's Limbic Brain Structures-An MRI Study.,Albar Z; Sattar A,Brain sciences,2022,10.3390/brainsci12101319,https://doi.org/10.3390/brainsci12101319,DOI,AI,2026-03-24,
949,"Exploring the Relationships Between Autozygosity, Educational Attainment, and Cognitive Ability in a Contemporary, Trans-Ancestral American Sample.",Colbert SM; Keller MC; Agrawal A; Johnson EC,Behavior genetics,2022,10.1007/s10519-022-10113-y,https://doi.org/10.1007/s10519-022-10113-y,DOI,AI,2026-03-24,
950,"Peer victimization (bullying) on mental health, behavioral problems, cognition, and academic performance in preadolescent children in the ABCD Study.",Menken MS; Isaiah A; Liang H; Rivera PR; Cloak CC; Reeves G; Lever NA; Chang L,Frontiers in psychology,2022,10.3389/fpsyg.2022.925727,https://doi.org/10.3389/fpsyg.2022.925727,DOI,AI,2026-03-24,
951,SCALAR ON NETWORK REGRESSION VIA BOOSTING.,Morris EL; He K; Kang J,The annals of applied statistics,2022,10.1214/22-aoas1612,https://doi.org/10.1214/22-aoas1612,DOI,AI,2026-03-24,
952,A Mega-analytic Study of White Matter Microstructural Differences Across 5 Cohorts of Youths With Attention-Deficit/Hyperactivity Disorder.,Sudre G; Norman L; Bouyssi-Kobar M; Price J; Shastri GG; Shaw P,Biological psychiatry,2022,10.1016/j.biopsych.2022.09.021,https://doi.org/10.1016/j.biopsych.2022.09.021,DOI,AI,2026-03-24,
953,Working memory and reaction time variability mediate the relationship between polygenic risk and ADHD traits in a general population sample.,Moses M; Tiego J; Demontis D; Bragi Walters G; Stefansson H; Stefansson K; Børglum AD; Arnatkeviciute A; Bellgrove MA,Molecular psychiatry,2022,10.1038/s41380-022-01775-5,https://doi.org/10.1038/s41380-022-01775-5,DOI,AI,2026-03-24,
954,Developmental Milestones of Infancy and Associations with Later Childhood Neurodevelopmental Outcomes in the Adolescent Brain Cognitive Development (ABCD) Study.,Zhuo H; Xiao J; Tseng WL; Liew Z,"Children (Basel, Switzerland)",2022,10.3390/children9101424,https://doi.org/10.3390/children9101424,DOI,AI,2026-03-24,
955,Mediating effect of pubertal stages on the family environment and neurodevelopment: An open-data replication and multiverse analysis of an ABCD Study.,Demidenko MI; Kelly DP; Hardi FA; Ip KI; Lee S; Becker H; Hong S; Thijssen S; Luciana M; Keating DP,Neuroimage. Reports,2022,10.1016/j.ynirp.2022.100133,https://doi.org/10.1016/j.ynirp.2022.100133,DOI,AI,2026-03-24,
956,Explaining the Association Between Fetal Growth and Childhood ADHD Symptoms: Cross-cohort Replication.,Dooley N; Healy C; Brannigan R; Cotter D; Clarke M; Cannon M,Research on child and adolescent psychopathology,2022,10.1007/s10802-022-00971-9,https://doi.org/10.1007/s10802-022-00971-9,DOI,AI,2026-03-24,
957,"Comparison of individualized behavioral predictions across anatomical, diffusion and functional connectivity MRI.",Ooi LQR; Chen J; Zhang S; Kong R; Tam A; Li J; Dhamala E; Zhou JH; Holmes AJ; Yeo BTT,NeuroImage,2022,10.1016/j.neuroimage.2022.119636,https://doi.org/10.1016/j.neuroimage.2022.119636,DOI,AI,2026-03-24,
958,Generalization of cortical MOSTest genome-wide associations within and across samples.,Loughnan RJ; Shadrin AA; Frei O; van der Meer D; Zhao W; Palmer CE; Thompson WK; Makowski C; Jernigan TL; Andreassen OA; Fan CC; Dale AM,NeuroImage,2022,10.1016/j.neuroimage.2022.119632,https://doi.org/10.1016/j.neuroimage.2022.119632,DOI,AI,2026-03-24,
959,"Genetic risk, parental history, and suicide attempts in a diverse sample of US adolescents.",Barzilay R; Visoki E; Schultz LM; Warrier V; Daskalakis NP; Almasy L,Frontiers in psychiatry,2022,10.3389/fpsyt.2022.941772,https://doi.org/10.3389/fpsyt.2022.941772,DOI,AI,2026-03-24,
960,"Evidence from ""big data"" for the default-mode hypothesis of ADHD: a mega-analysis of multiple large samples.",Norman LJ; Sudre G; Price J; Shastri GG; Shaw P,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2022,10.1038/s41386-022-01408-z,https://doi.org/10.1038/s41386-022-01408-z,DOI,AI,2026-03-24,
961,Estimating Parental Demand for Children’s Screen Time in a Model of Family Labor Supply,Oh SE & Vukina T,International Advances in Economic Research,2022,10.1007/s11294-022-09854-7,https://doi.org/10.1007/s11294-022-09854-7,DOI,AI,2026-03-24,
962,Shared genetic architecture between schizophrenia and subcortical brain volumes implicates early neurodevelopmental processes and brain development in childhood.,Cheng W; van der Meer D; Parker N; Hindley G; O'Connell KS; Wang Y; Shadrin AA; Alnæs D; Bahrami S; Lin A; Karadag N; Holen B; Fernandez-Cabello S; Fan CC; Dale AM; Djurovic S; Westlye LT; Frei O; Smeland OB; Andreassen OA,Molecular psychiatry,2022,10.1038/s41380-022-01751-z,https://doi.org/10.1038/s41380-022-01751-z,DOI,AI,2026-03-24,
963,"Association between mild traumatic brain injury, brain structure, and mental health outcomes in the Adolescent Brain Cognitive Development Study.",Lopez DA; Christensen ZP; Foxe JJ; Ziemer LR; Nicklas PR; Freedman EG,NeuroImage,2022,10.1016/j.neuroimage.2022.119626,https://doi.org/10.1016/j.neuroimage.2022.119626,DOI,AI,2026-03-24,
964,Sensory Over-responsivity: A Feature of Childhood Psychiatric Illness Associated With Altered Functional Connectivity of Sensory Networks.,Schwarzlose RF; Tillman R; Hoyniak CP; Luby JL; Barch DM,Biological psychiatry,2022,10.1016/j.biopsych.2022.09.004,https://doi.org/10.1016/j.biopsych.2022.09.004,DOI,AI,2026-03-24,
965,Distinguish bipolar and major depressive disorder in adolescents based on multimodal neuroimaging: Results from the Adolescent Brain Cognitive Development study.,Liu Y; Chen K; Luo Y; Wu J; Xiang Q; Peng L; Zhang J; Zhao W; Li M; Zhou X,Digital health,2022,10.1177/20552076221123705,https://doi.org/10.1177/20552076221123705,DOI,AI,2026-03-24,
966,Associations between brain imaging and polygenic scores of mental health and educational attainment in children aged 9-11.,Fernandez-Cabello S; Alnæs D; van der Meer D; Dahl A; Holm M; Kjelkenes R; Maximov II; Norbom LB; Pedersen ML; Voldsbekk I; Andreassen OA; Westlye LT,NeuroImage,2022,10.1016/j.neuroimage.2022.119611,https://doi.org/10.1016/j.neuroimage.2022.119611,DOI,AI,2026-03-24,
967,"Associations among Household and Neighborhood Socioeconomic Disadvantages, Resting-state Frontoamygdala Connectivity, and Internalizing Symptoms in Youth.",Ip KI; Sisk LM; Horien C; Conley MI; Rapuano KM; Rosenberg MD; Greene AS; Scheinost D; Constable RT; Casey BJ; Baskin-Sommers A; Gee DG,Journal of cognitive neuroscience,2022,10.1162/jocn_a_01826,https://doi.org/10.1162/jocn_a_01826,DOI,AI,2026-03-24,
